,tract,med_hh_income,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,COMM,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
70985,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71000,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71001,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71002,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71003,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71004,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71005,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71006,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71007,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71008,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71009,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71010,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
70998,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
71011,06037267700,118333.0,Above Moderate Income,No,No,No,District 3,West Los Angeles,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
42651,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42640,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42650,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42652,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42659,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42653,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42646,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42645,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42644,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42643,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42642,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42641,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42647,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42639,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42638,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42637,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42636,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42635,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42634,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42633,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42632,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42631,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42654,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42655,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42656,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42657,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42658,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42649,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
42648,06037143902,118419.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
47906,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47897,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47898,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47909,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47900,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47901,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47902,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47903,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47904,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47907,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47908,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47910,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47911,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47912,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47913,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47914,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47915,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47899,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47896,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47905,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47894,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
47895,06037128704,118609.0,Above Moderate Income,No,No,No,District 3,Sherman Oaks,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
11437,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11438,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11440,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11441,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11425,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11426,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11427,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11447,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11446,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11445,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11444,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11439,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11442,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11443,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11435,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11433,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11432,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11434,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11430,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11429,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11428,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11431,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
11436,06037188202,119176.0,Above Moderate Income,No,No,No,District 5,Los Feliz,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
64947,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64954,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64946,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64948,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64949,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64950,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64951,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64952,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64953,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64958,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64956,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64957,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64959,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64960,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64961,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64962,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64945,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64963,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64955,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64943,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64930,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64941,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64964,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64922,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64923,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64924,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64925,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64926,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64927,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64928,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64929,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64931,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64932,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64933,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64934,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64935,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64936,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64937,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64938,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64939,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64940,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64942,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64965,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64944,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64967,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65020,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65019,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65018,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65017,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65016,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65015,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65014,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65013,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65012,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65011,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65010,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65009,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65008,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65007,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65006,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65021,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65022,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65024,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65025,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
64966,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65040,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65039,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65038,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
65037,06037206051,119453.0,Above Moderate Income,No,No,No,District 1,Wholesale District,2591.0,597.0,1994.0,1864.0,1197.0,270.0,27.0,335.0
